Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,accessibility
173,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.02,1.16,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
174,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.17,0.8,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
175,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.44,0.75,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
176,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.81,1.01,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
177,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.04,0.25,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
178,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.01,0.71,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
179,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.13,0.67,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
180,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.38,0.57,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
181,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.04,1.15,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
182,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.47,0.85,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
183,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.63,0.69,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
184,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.58,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
185,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.2,1.12,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
186,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.35,0.74,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
187,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.02,0.97,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
188,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.77,0.89,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
189,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.35,0.67,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
190,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.6,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
191,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.08,0.65,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
192,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.86,0.54,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
193,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.42,0.81,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
194,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.43,0.64,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
195,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.61,0.67,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
196,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.76,0.59,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
197,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.28,0.56,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
198,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.91,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
199,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.14,0.55,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
200,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.91,0.51,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
201,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.82,1.12,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
202,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.31,0.58,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
203,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.57,0.53,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
204,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.15,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
205,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.3,0.74,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
206,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.5,0.49,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
207,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.05,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
208,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.3,0.62,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
209,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
210,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.54,0.37,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
211,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.77,0.48,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
212,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.3,0.59,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
213,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.97,0.56,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
214,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.37,0.38,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
215,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.99,0.33,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
216,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.2,0.47,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
217,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.28,0.54,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
218,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.54,0.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
219,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.7,0.49,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
220,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.54,0.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
221,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.78,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
222,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.48,0.43,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
223,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.9,0.38,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
224,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.14,0.64,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
225,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.45,0.75,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
226,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.6,0.6,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
227,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.02,0.45,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
228,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.28,0.29,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
229,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.89,0.35,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
230,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,13.96,0.83,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
231,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.33,0.54,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
232,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.09,0.33,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
233,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.89,0.38,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
234,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.31,0.33,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
235,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.7,0.36,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
236,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.42,0.47,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
237,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.4,0.43,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
238,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,12.64,0.59,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
239,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.63,0.39,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
240,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.98,0.5,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
241,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.62,0.26,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
242,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.99,0.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
243,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,7.62,0.18,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
244,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.63,0.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
245,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.1,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
246,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.81,0.37,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
247,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,10.85,0.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
248,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,7.97,0.24,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
249,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.3,0.5,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
250,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.3,0.25,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
251,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.05,0.29,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
252,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.21,0.3,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
253,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.97,0.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
254,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,9.52,0.28,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
255,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,8.49,0.2,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
256,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,7.57,0.21,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
257,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,7.22,0.18,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
258,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,7.64,0.2,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
259,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,21.81,4.1,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
260,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.93,3.19,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
261,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.96,2.92,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
262,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.51,0.99,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
263,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,11.55,0.52,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
264,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.69,3.97,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
265,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,21.7,3.94,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
266,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.56,2.77,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
267,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,26.4,3.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
268,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,25.1,2.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
269,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,29.25,4.82,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
270,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,28.78,4.31,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
271,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,24.28,5.08,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
272,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,24.7,4.17,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
273,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.2,3.12,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
274,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.13,3.11,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
275,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.68,2.65,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
276,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,23.06,4.09,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
277,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.47,2.09,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
278,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.49,2.17,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
279,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,23.28,5.23,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
280,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.06,2.59,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
281,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,17.93,1.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
282,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,21.83,2.86,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
283,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.8,1.49,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
284,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,25.73,5.86,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
285,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.87,3.13,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
286,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.02,3.08,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
287,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,21.58,2.64,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
288,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.34,3.63,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
289,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,19.73,1.93,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
290,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.27,1.72,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
291,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.88,1.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
292,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,21.19,2.64,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
293,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,23.08,3.53,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
294,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.34,1.21,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
295,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.08,0.88,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
296,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,17.6,1.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
297,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.69,1.15,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
298,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.36,2.84,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
299,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.96,2.23,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
300,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.55,0.94,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
301,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,19.56,2.58,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
302,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,22.22,3.43,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
303,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.44,0.86,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
304,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.78,1.25,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
305,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.87,1.93,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
306,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,16.68,1.52,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
307,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,14.54,0.77,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
308,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,19.3,1.49,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
309,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.44,1.42,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
310,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,17.23,1.31,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
311,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,15.98,1.24,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
312,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,18.56,1.91,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
313,Phorcus sauciatus,Madeira archipelago,2016,10,01/10/2016,20.87,2.01,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
